asset_id,runtime_path,runtime_sha256,base_object,base_source_member,base_alias_count,manifest_source,manifest_license_status,manifest_source_status,runtime_key,declared_consumer,declared_consumer_resolution,consumer_binding_kind,consumer_evidence,promotion_id,promotion_validation_evidence,runtime_alias_group,runtime_alias_decision,crosswalk_decision,decision_note
ui.art20.keycap.q.normal,Godot/GraytailGodot/assets/ui/art20/shared/keycaps/ui_shared_keycap_q_normal.png,EB16446D72FCAE87E18C95463994384CBAC2D6C093964B6A3CCB5F93BA15D991,sources/base/美术素材/blobs/eb/eb16446d72fcae87e18c95463994384cbac2d6c093964b6a3ccb5f93ba15d991.png,sources/art/ART-20/03_cut_output/shared/ui_keycap_prompt_set/ui_shared_keycap_q_normal.png,1,sources/art/ART-20/03_cut_output/shared/ui_keycap_prompt_set/ui_shared_keycap_q_normal.png,internal_staged,art20_imported_pending_visual_validation,art20.shared.keycap.q.normal,scripts/presentation/art09_manifest_asset_mapping.gd,scripts/presentation/art09_manifest_asset_mapping.gd=>Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd[contract],dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:123[asset_id=ui.art20.keycap.q.normal],,,,,visual_reviewed_restricted_input_glyph,"Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
ui.art20.keycap.t.normal,Godot/GraytailGodot/assets/ui/art20/shared/keycaps/ui_shared_keycap_t_normal.png,03D0AC080295A209DA0B1918A50BB238DC74183E91B8F6CC24AFC836F854942C,sources/base/美术素材/blobs/03/03d0ac080295a209da0b1918a50bb238dc74183e91b8f6cc24afc836f854942c.png,sources/art/ART-20/03_cut_output/shared/ui_keycap_prompt_set/ui_shared_keycap_t_normal.png,1,sources/art/ART-20/03_cut_output/shared/ui_keycap_prompt_set/ui_shared_keycap_t_normal.png,internal_staged,art20_imported_pending_visual_validation,art20.shared.keycap.t.normal,scripts/presentation/art09_manifest_asset_mapping.gd,scripts/presentation/art09_manifest_asset_mapping.gd=>Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd[contract],dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:124[asset_id=ui.art20.keycap.t.normal],,,,,visual_reviewed_restricted_input_glyph,"Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
ui.art21.deploy.left_character_frame,Godot/GraytailGodot/assets/ui/art21/deploy/ui_art21_deploy_left_character_frame.png,B70AF6FF49D5CE0A665F74E41CA16D388800224409D1E5DE9A9B1AC712B67036,sources/base/美术素材/blobs/b7/b70af6ff49d5ce0a665f74e41ca16d388800224409d1e5de9a9b1ac712b67036.png,sources/art/ART-21/03_cut_output/long_term/ui_art21_long_term_profile_frame.png,4,sources/art/ART-21/03_cut_output/deploy/ui_art21_deploy_left_character_frame.png,internal_generated,art21_generated_contract_component,art21.deploy.left_character_frame.replaced,deploy_prep_shell.gd,deploy_prep_shell.gd=>Godot/GraytailGodot/scripts/ui/deploy_prep/deploy_prep_shell.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:26[asset_id=ui.art21.deploy.left_character_frame],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.deploy.route_wall.frame,Godot/GraytailGodot/assets/ui/art21/deploy/ui_art21_deploy_route_wall_frame.png,122C0B54FB80CC4FADA550C30682629316DD889B4DF334A6C655CF526555D6D0,sources/base/美术素材/blobs/12/122c0b54fb80cc4fada550c30682629316dd889b4df334a6c655cf526555d6d0.png,sources/art/ART-21/03_cut_output/deploy/ui_art21_deploy_route_wall_frame.png,2,sources/art/ART-21/03_cut_output/deploy/ui_art21_deploy_route_wall_frame.png,internal_generated,art21_generated_contract_component,art21.deploy.route_wall.frame,deploy_prep_shell.gd,deploy_prep_shell.gd=>Godot/GraytailGodot/scripts/ui/deploy_prep/deploy_prep_shell.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:27[asset_id=ui.art21.deploy.route_wall.frame],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.deploy.summary_panel.frame,Godot/GraytailGodot/assets/ui/art21/deploy/ui_art21_deploy_summary_panel_frame.png,00F516980F01FC7FFC8057A70B5BE140C42A4F2D2571BDB3D892E37AF63C343E,sources/base/美术素材/blobs/00/00f516980f01fc7ffc8057a70b5be140c42a4f2d2571bdb3d892e37af63c343e.png,sources/art/ART-21/03_cut_output/deploy/ui_art21_deploy_summary_panel_frame.png,2,sources/art/ART-21/03_cut_output/deploy/ui_art21_deploy_summary_panel_frame.png,internal_generated,art21_generated_contract_component,art21.deploy.summary_panel.frame,deploy_prep_shell.gd,deploy_prep_shell.gd=>Godot/GraytailGodot/scripts/ui/deploy_prep/deploy_prep_shell.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:28[asset_id=ui.art21.deploy.summary_panel.frame],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.ground_loot.panel.frame,Godot/GraytailGodot/assets/ui/art21/ground_loot/ui_art21_ground_loot_panel_frame.png,649751400C0E5A941BEDB3D5EB08CB5DF56376C2311285D3D301F97645579778,sources/base/美术素材/blobs/64/649751400c0e5a941bedb3d5eb08cb5df56376c2311285d3d301f97645579778.png,sources/art/ART-21/03_cut_output/ground_loot/ui_art21_ground_loot_panel_frame.png,2,sources/art/ART-21/03_cut_output/ground_loot/ui_art21_ground_loot_panel_frame.png,internal_generated,art21_generated_contract_component,art21.ground_loot.panel.frame,ground_loot_panel.gd,ground_loot_panel.gd=>Godot/GraytailGodot/scripts/ui/ground_loot/ground_loot_panel.gd[production],no_production_consumer,no_production_consumer_proven,,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.inventory.panel.frame,Godot/GraytailGodot/assets/ui/art21/inventory/ui_art21_inventory_panel_frame.png,C747C8268405914D09E3049F67F31C23DA89BA49F6E20102119CCEFA52751199,sources/base/美术素材/blobs/c7/c747c8268405914d09e3049f67f31c23da89ba49f6e20102119ccefa52751199.png,sources/art/ART-21/03_cut_output/inventory/ui_art21_inventory_panel_frame.png,2,sources/art/ART-21/03_cut_output/inventory/ui_art21_inventory_panel_frame.png,internal_generated,art21_generated_contract_component,art21.inventory.panel.frame,inventory_panel.gd,inventory_panel.gd=>Godot/GraytailGodot/scripts/ui/inventory/inventory_panel.gd[production],no_production_consumer,no_production_consumer_proven,,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.long_term.collection_wall.frame,Godot/GraytailGodot/assets/ui/art21/long_term/ui_art21_long_term_collection_wall_frame.png,1A695F6D41B8132F1938082B775EB4707A34B74165DEE036B628CB20ECD2BEE2,sources/base/美术素材/blobs/1a/1a695f6d41b8132f1938082b775eb4707a34b74165dee036b628cb20ecd2bee2.png,sources/art/ART-21/03_cut_output/long_term/ui_art21_long_term_collection_wall_frame.png,2,sources/art/ART-21/03_cut_output/long_term/ui_art21_long_term_collection_wall_frame.png,internal_generated,art21_generated_contract_component,art21.long_term.collection_wall.frame,long_term_shell.gd,long_term_shell.gd=>Godot/GraytailGodot/scripts/ui/long_term/long_term_shell.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:30[asset_id=ui.art21.long_term.collection_wall.frame],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.long_term.detail_panel.frame,Godot/GraytailGodot/assets/ui/art21/long_term/ui_art21_long_term_detail_panel_frame.png,B918EACFA15057A8FE974D841F2833C8DD7FC4458045FCA23F7A4C3C7A131352,sources/base/美术素材/blobs/b9/b918eacfa15057a8fe974d841f2833c8dd7fc4458045fca23f7a4c3c7a131352.png,sources/art/ART-21/03_cut_output/long_term/ui_art21_long_term_detail_panel_frame.png,2,sources/art/ART-21/03_cut_output/long_term/ui_art21_long_term_detail_panel_frame.png,internal_generated,art21_generated_contract_component,art21.long_term.detail_panel.frame,long_term_shell.gd,long_term_shell.gd=>Godot/GraytailGodot/scripts/ui/long_term/long_term_shell.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:31[asset_id=ui.art21.long_term.detail_panel.frame],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.long_term.profile_frame,Godot/GraytailGodot/assets/ui/art21/long_term/ui_art21_long_term_profile_frame.png,B70AF6FF49D5CE0A665F74E41CA16D388800224409D1E5DE9A9B1AC712B67036,sources/base/美术素材/blobs/b7/b70af6ff49d5ce0a665f74e41ca16d388800224409d1e5de9a9b1ac712b67036.png,sources/art/ART-21/03_cut_output/long_term/ui_art21_long_term_profile_frame.png,4,sources/art/ART-21/03_cut_output/long_term/ui_art21_long_term_profile_frame.png,internal_generated,art21_generated_contract_component,art21.long_term.profile_frame.replaced,long_term_shell.gd,long_term_shell.gd=>Godot/GraytailGodot/scripts/ui/long_term/long_term_shell.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:29[asset_id=ui.art21.long_term.profile_frame],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.main_menu.action_deck.frame,Godot/GraytailGodot/assets/ui/art21/main_menu/ui_art21_main_menu_action_deck_frame.png,26E02FC232A3ACBC4DF6C401F9A841C791CF3966C8D52AD0FC949F0297009FEB,sources/base/美术素材/blobs/26/26e02fc232a3acbc4df6c401f9a841c791cf3966c8d52ad0fc949f0297009feb.png,sources/art/ART-21/03_cut_output/main_menu/ui_art21_main_menu_action_deck_frame.png,2,sources/art/ART-21/03_cut_output/main_menu/ui_art21_main_menu_action_deck_frame.png,internal_generated,art21_generated_contract_component,art21.main_menu.action_deck.frame,main_menu_shell.gd,main_menu_shell.gd=>Godot/GraytailGodot/scripts/ui/main_menu/main_menu_shell.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:25[asset_id=ui.art21.main_menu.action_deck.frame],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.map.cell.explored,Godot/GraytailGodot/assets/ui/art21/map/ui_art21_map_cell_explored.png,3295CAA4F282540E7F982C20D4AD048790EA3F7ACF73F83AF198C59E2CB0DA09,sources/base/美术素材/blobs/32/3295caa4f282540e7f982c20d4ad048790ea3f7acf73f83af198c59e2cb0da09.png,sources/art/ART-21/03_cut_output/map/ui_art21_map_cell_explored.png,2,sources/art/ART-21/03_cut_output/map/ui_art21_map_cell_explored.png,internal_generated,art21_generated_contract_component,art21.map_overlay.cell.explored.replaced,map_overlay_panel.gd,map_overlay_panel.gd=>Godot/GraytailGodot/scripts/ui/map_overlay/map_overlay_panel.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:37[asset_id=ui.art21.map.cell.explored],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.map.cell.flagged,Godot/GraytailGodot/assets/ui/art21/map/ui_art21_map_cell_flagged.png,4171303BEA91BC0264B6E2A880D0E5B99004CF1B8B77C67DFDFEA938BD0D7DDB,sources/base/美术素材/blobs/41/4171303bea91bc0264b6e2a880d0e5b99004cf1b8b77c67dfdfea938bd0d7ddb.png,sources/art/ART-21/03_cut_output/map/ui_art21_map_cell_flagged.png,2,sources/art/ART-21/03_cut_output/map/ui_art21_map_cell_flagged.png,internal_generated,art21_generated_contract_component,art21.map_overlay.cell.flagged.replaced,map_overlay_panel.gd,map_overlay_panel.gd=>Godot/GraytailGodot/scripts/ui/map_overlay/map_overlay_panel.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:39[asset_id=ui.art21.map.cell.flagged],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.map.cell.scanned,Godot/GraytailGodot/assets/ui/art21/map/ui_art21_map_cell_scanned.png,19ABB50557D76B35B27F06B77088D1F8731ED3F190CF2743B30EE81999679F0E,sources/base/美术素材/blobs/19/19abb50557d76b35b27f06b77088d1f8731ed3f190cf2743b30ee81999679f0e.png,sources/art/ART-21/03_cut_output/map/ui_art21_map_cell_scanned.png,2,sources/art/ART-21/03_cut_output/map/ui_art21_map_cell_scanned.png,internal_generated,art21_generated_contract_component,art21.map_overlay.cell.scanned.replaced,map_overlay_panel.gd,map_overlay_panel.gd=>Godot/GraytailGodot/scripts/ui/map_overlay/map_overlay_panel.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:38[asset_id=ui.art21.map.cell.scanned],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.map.cell.unknown,Godot/GraytailGodot/assets/ui/art21/map/ui_art21_map_cell_unknown.png,7CE336476C038D8CACDC4791568717F603DE6AA96B99EEDB871618B551043A87,sources/base/美术素材/blobs/7c/7ce336476c038d8cacdc4791568717f603de6aa96b99eedb871618b551043a87.png,sources/art/ART-21/03_cut_output/map/ui_art21_map_cell_unknown.png,2,sources/art/ART-21/03_cut_output/map/ui_art21_map_cell_unknown.png,internal_generated,art21_generated_contract_component,art21.map_overlay.cell.unknown.replaced,map_overlay_panel.gd,map_overlay_panel.gd=>Godot/GraytailGodot/scripts/ui/map_overlay/map_overlay_panel.gd[production],direct_token,Godot/GraytailGodot/scripts/ui/minimap/minimap_panel.gd:22[asset_id=ui.art21.map.cell.unknown],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.map.marker.chest,Godot/GraytailGodot/assets/ui/art21/map/ui_art21_map_marker_chest.png,98D849FF9A57234B2A8D601FE9CC6C3F8344CC403F3C34A400E1884B86E2BDDD,sources/base/美术素材/blobs/98/98d849ff9a57234b2a8d601fe9cc6c3f8344cc403f3c34a400e1884b86e2bddd.png,sources/art/ART-21/03_cut_output/map/ui_art21_map_marker_chest.png,2,sources/art/ART-21/03_cut_output/map/ui_art21_map_marker_chest.png,internal_generated,art21_generated_contract_component,art21.map_overlay.marker.chest,map_overlay_panel.gd,map_overlay_panel.gd=>Godot/GraytailGodot/scripts/ui/map_overlay/map_overlay_panel.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:46[asset_id=ui.art21.map.marker.chest],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.map.marker.event,Godot/GraytailGodot/assets/ui/art21/map/ui_art21_map_marker_event.png,81078D8D7B7A9C4139F27CCCA7A236B438A7729397E01E5F2BBCA17C80976F48,sources/base/美术素材/blobs/81/81078d8d7b7a9c4139f27ccca7a236b438a7729397e01e5f2bbca17c80976f48.png,sources/art/ART-21/03_cut_output/map/ui_art21_map_marker_event.png,2,sources/art/ART-21/03_cut_output/map/ui_art21_map_marker_event.png,internal_generated,art21_generated_contract_component,art21.map_overlay.marker.event.replaced,map_overlay_panel.gd,map_overlay_panel.gd=>Godot/GraytailGodot/scripts/ui/map_overlay/map_overlay_panel.gd[production],direct_token,Godot/GraytailGodot/scripts/ui/minimap/minimap_panel.gd:31[asset_id=ui.art21.map.marker.event],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.map.marker.exit,Godot/GraytailGodot/assets/ui/art21/map/ui_art21_map_marker_exit.png,791A2ADCFA51BD79C9841DA2608E94E3F9644EAB1CC402D1EEBB54D0C1081AAD,sources/base/美术素材/blobs/79/791a2adcfa51bd79c9841da2608e94e3f9644eab1cc402d1eebb54d0c1081aad.png,sources/art/ART-21/03_cut_output/map/ui_art21_map_marker_exit.png,2,sources/art/ART-21/03_cut_output/map/ui_art21_map_marker_exit.png,internal_generated,art21_generated_contract_component,art21.map_overlay.marker.exit,map_overlay_panel.gd,map_overlay_panel.gd=>Godot/GraytailGodot/scripts/ui/map_overlay/map_overlay_panel.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:44[asset_id=ui.art21.map.marker.exit],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.map.marker.mine,Godot/GraytailGodot/assets/ui/art21/map/ui_art21_map_marker_mine.png,D77C9F73868BA762A6297FE2A4F59B3A81D975EE3FEB8AEFAA86FDE00DBE4ED6,sources/base/美术素材/blobs/d7/d77c9f73868ba762a6297fe2a4f59b3a81d975ee3feb8aefaa86fde00dbe4ed6.png,sources/art/ART-21/03_cut_output/map/ui_art21_map_marker_mine.png,2,sources/art/ART-21/03_cut_output/map/ui_art21_map_marker_mine.png,internal_generated,art21_generated_contract_component,art21.map_overlay.marker.mine,map_overlay_panel.gd,map_overlay_panel.gd=>Godot/GraytailGodot/scripts/ui/map_overlay/map_overlay_panel.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:45[asset_id=ui.art21.map.marker.mine],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.map.marker.player,Godot/GraytailGodot/assets/ui/art21/map/ui_art21_map_marker_player.png,17240923B4538E407652AE1C238078D7DF6D18D90EB9197D38C1E0364B471684,sources/base/美术素材/blobs/17/17240923b4538e407652ae1c238078d7df6d18d90eb9197d38c1e0364b471684.png,sources/art/ART-21/03_cut_output/map/ui_art21_map_marker_player.png,2,sources/art/ART-21/03_cut_output/map/ui_art21_map_marker_player.png,internal_generated,art21_generated_contract_component,art21.map_overlay.marker.player,map_overlay_panel.gd,map_overlay_panel.gd=>Godot/GraytailGodot/scripts/ui/map_overlay/map_overlay_panel.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:43[asset_id=ui.art21.map.marker.player],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.result.modal.frame,Godot/GraytailGodot/assets/ui/art21/result/ui_art21_result_modal_frame.png,83A988F82C91C5A34093A9E76203838B334E2551A75645F01B8BD8DE376610D6,sources/base/美术素材/blobs/83/83a988f82c91c5a34093a9e76203838b334e2551a75645f01b8bd8de376610d6.png,sources/art/ART-21/03_cut_output/result/ui_art21_result_modal_frame.png,2,sources/art/ART-21/03_cut_output/result/ui_art21_result_modal_frame.png,internal_generated,art21_generated_contract_component,art21.result.modal.frame,result_panel.gd,result_panel.gd=>Godot/GraytailGodot/scripts/ui/result/result_panel.gd[production],no_production_consumer,no_production_consumer_proven,,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.run.bottom_overlay.frame,Godot/GraytailGodot/assets/ui/art21/run/ui_art21_run_bottom_overlay_frame.png,5B1D0EAFCDCC3E35C273F68515BB98AA4636D6CEC56117E7BDC5686123BAABC3,sources/base/美术素材/blobs/5b/5b1d0eafcdcc3e35c273f68515bb98aa4636d6cec56117e7bdc5686123baabc3.png,sources/art/ART-21/03_cut_output/run/ui_art21_run_bottom_overlay_frame.png,2,sources/art/ART-21/03_cut_output/run/ui_art21_run_bottom_overlay_frame.png,internal_generated,art21_generated_contract_component,art21.run.bottom_overlay.frame,run_surface.gd,run_surface.gd=>Godot/GraytailGodot/scripts/ui/run_surface/run_surface.gd[production],no_production_consumer,no_production_consumer_proven,,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.run.gameplay_viewport.background,Godot/GraytailGodot/assets/ui/art21/run/ui_art21_run_gameplay_viewport_background.png,9A36BE1ADA313900C6C23C7FE389E23D594AA56F4D06239D6B8A00CF3B679C2D,sources/base/美术素材/blobs/9a/9a36be1ada313900c6c23c7fe389e23d594aa56f4d06239d6b8a00cf3b679c2d.png,sources/art/ART-21/03_cut_output/run/ui_art21_run_gameplay_viewport_background.png,2,sources/art/ART-21/03_cut_output/run/ui_art21_run_gameplay_viewport_background.png,internal_generated,art21_generated_contract_component,art21.run.gameplay_viewport.background.replaced,run_surface.gd,run_surface.gd=>Godot/GraytailGodot/scripts/ui/run_surface/run_surface.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:32[asset_id=ui.art21.run.gameplay_viewport.background],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.run.status_card.frame,Godot/GraytailGodot/assets/ui/art21/run/ui_art21_run_status_card_frame.png,BAB8AF9AA2C6EA87A61D6258AE69A74824507714BDE56366348A917623B4D565,sources/base/美术素材/blobs/ba/bab8af9aa2c6ea87a61d6258ae69a74824507714bde56366348a917623b4d565.png,sources/art/ART-21/03_cut_output/run/ui_art21_run_status_card_frame.png,2,sources/art/ART-21/03_cut_output/run/ui_art21_run_status_card_frame.png,internal_generated,art21_generated_contract_component,art21.run.status_card.frame,run_surface.gd,run_surface.gd=>Godot/GraytailGodot/scripts/ui/run_surface/run_surface.gd[production],no_production_consumer,no_production_consumer_proven,,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.shared.button.primary.disabled,Godot/GraytailGodot/assets/ui/art21/shared/buttons/ui_art21_shared_button_primary_disabled.png,DC0A238D43E8FDB6476CCB01211190829A3B14C3E950DD06DF6AFA4B22D5CF92,sources/base/美术素材/blobs/dc/dc0a238d43e8fdb6476ccb01211190829a3b14c3e950dd06df6afa4b22d5cf92.png,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_button_primary_disabled.png,2,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_button_primary_disabled.png,internal_generated,art21_generated_contract_component,art21.shared.button.primary.disabled,Art10UISkinKit,Art10UISkinKit=>Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:20[asset_id=ui.art21.shared.button.primary.disabled],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.shared.button.primary.hover,Godot/GraytailGodot/assets/ui/art21/shared/buttons/ui_art21_shared_button_primary_hover.png,E785AC0A2BEAA33A641FA8E003F43321F5D92AB1D90AA04733FCF81275173845,sources/base/美术素材/blobs/e7/e785ac0a2beaa33a641fa8e003f43321f5d92ab1d90aa04733fcf81275173845.png,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_button_primary_hover.png,2,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_button_primary_hover.png,internal_generated,art21_generated_contract_component,art21.shared.button.primary.hover,Art10UISkinKit,Art10UISkinKit=>Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:18[asset_id=ui.art21.shared.button.primary.hover],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.shared.button.primary.normal,Godot/GraytailGodot/assets/ui/art21/shared/buttons/ui_art21_shared_button_primary_normal.png,ECD027247D4B8F10627A6E8AF8750F7CD64F322457B9E9AD53A2104AF10C5DC7,sources/base/美术素材/blobs/ec/ecd027247d4b8f10627a6e8af8750f7cd64f322457b9e9ad53a2104af10c5dc7.png,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_button_primary_normal.png,2,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_button_primary_normal.png,internal_generated,art21_generated_contract_component,art21.shared.button.primary.normal,Art10UISkinKit,Art10UISkinKit=>Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:17[asset_id=ui.art21.shared.button.primary.normal],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.shared.button.primary.pressed,Godot/GraytailGodot/assets/ui/art21/shared/buttons/ui_art21_shared_button_primary_pressed.png,1621C865BB79B85C3CF9746694C909CAA1628651AA96F1CA32051169E10573E4,sources/base/美术素材/blobs/16/1621c865bb79b85c3cf9746694c909caa1628651aa96f1ca32051169e10573e4.png,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_button_primary_pressed.png,2,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_button_primary_pressed.png,internal_generated,art21_generated_contract_component,art21.shared.button.primary.pressed,Art10UISkinKit,Art10UISkinKit=>Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:19[asset_id=ui.art21.shared.button.primary.pressed],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21.shared.button.secondary.normal,Godot/GraytailGodot/assets/ui/art21/shared/buttons/ui_art21_shared_button_secondary_normal.png,FD3CA102D24F4895853430EE7F2374D2F5155C4A40FB3EBB0F79493F7B3F1F49,sources/base/美术素材/blobs/fd/fd3ca102d24f4895853430ee7f2374d2f5155c4a40fb3ebb0f79493f7b3f1f49.png,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_button_secondary_normal.png,2,sources/art/ART-21/03_cut_output/shared/buttons/ui_art21_shared_button_secondary_normal.png,internal_generated,art21_generated_contract_component,art21.shared.button.secondary.normal,Art10UISkinKit,Art10UISkinKit=>Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:21[asset_id=ui.art21.shared.button.secondary.normal],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
